4.395250595036668706e+00,-4.322663868386681152e+00,-4.971164226449628742e+00
5.464502063414679256e+00,-4.440635391753692041e+00,-5.655311415943845788e+00
4.816082401592716167e+00,-3.760850775547923242e+00,-6.244057362492451801e+00
4.745651181664434226e+00,-3.520985471737261285e+00,-6.425287235864297841e+00
5.143417018105640892e+00,-3.769231601723258329e+00,-6.667001493987497085e+00
4.682671393843319763e+00,-4.214836713990881556e+00,-7.263347824176770828e+00
4.632631213160046002e+00,-3.244833835867647842e+00,-7.118236051895419969e+00
4.031937727141903238e+00,-3.680862188183487760e+00,-6.577724542069433689e+00
3.773553551336611633e+00,-4.709611143852578508e+00,-7.092710208142162465e+00
6.035645899548843119e+00,-4.157390994574154952e+00,-4.537637138422331518e+00
4.441820081212016547e+00,-3.757077437121850938e+00,-5.377318270987054838e+00
4.019996924716306097e+00,-3.595435894698909784e+00,-7.472054943412725692e+00
4.546973880381376176e+00,-4.705362330457607989e+00,-7.168970149921851664e+00
4.218853456840061078e+00,-4.004649112098787711e+00,-5.689728936182667951e+00
5.094352674240221646e+00,-3.312716352726931213e+00,-6.448881632377177375e+00
4.976689714674379594e+00,-3.460792155550518334e+00,-5.736484596831427751e+00
5.593090830375377465e+00,-3.677049303093503418e+00,-6.478883997405122663e+00
3.743942389505838353e+00,-4.978315239030565387e+00,-6.382412467092967390e+00
4.719851067643378251e+00,-3.564997910544921211e+00,-6.930491281523351255e+00
3.509042320998985609e+00,-4.075031457567797055e+00,-7.529789903700861764e+00
4.422154513908088447e+00,-4.073047695107685051e+00,-5.770936423537373017e+00
5.903061369353857835e+00,-3.333470887820057182e+00,-5.149531069211041867e+00
5.320061273013488190e+00,-4.900966278643878127e+00,-6.011214688346447232e+00
4.386030844677042850e+00,-4.362466414500863365e+00,-5.867253157156456567e+00
4.185189254387175595e+00,-4.439924987741166618e+00,-7.572141142042074335e+00
4.942030220319173495e+00,-3.463824980279692323e+00,-5.902864229833759246e+00
